N_inventaire,Rue,N_rue,Nom_site,Arrondissement,Ville,Latitude_x,Longitude_y,Support,Couleur,Taille,Date_prise_vue,Photographe,Date_construction,Architecte,Classement_MH,Généralité_architecture,Mot_cle1,Mot_cle2,Mot_cle3,Mot_cle4,Mot_cle5,Mot_cle6,Cote_base,Cote_classement,Date_inventaire
1717,"CHAUSSÉE D'ANTIN, RUE DE LA",18-22,IMMEUBLE,3,PARIS,48.87223,2.33371,DIAPOSITIVE,COULEUR,4x4 cm,1984/10,INCONNU,,,OUI,PRIVÉE,FAÇADE,COLONNE,FERRONNERIE,BALCON,,,,A507,2019/10/27
1718,"CHERCHE-MIDI, RUE DU",83,IMMEUBLE,6,PARIS,48.84754,2.3229,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,NON,PRIVÉE,FAÇADE,STATUE,DÉCORATION_EXTÉRIEURE,,,,,A507,2019/10/27
1719,"CHARLES V, RUE",12,HÔTEL_BRINVILLIERS,4,PARIS,48.85317,2.36234,DIAPOSITIVE,COULEUR,4x4 cm,1986/06,INCONNU,,,OUI,HÔTEL_PARTICULIER,ESCALIER,FERRONNERIE,FRONTON,,,,,A507,2019/10/27
1720,"CHARLOT, RUE",44,IMMEUBLE,3,PARIS,48.86274,2.36247,DIAPOSITIVE,COULEUR,4x4 cm,1986/08,INCONNU,,,NON,PRIVÉE,FAÇADE,COMMERCES,LUCARNE,,,,,A507,2019/10/27
1721,"CHERCHE-MIDI, RUE DU",3-7,IMMEUBLE,6,PARIS,48.8518,2.32967,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,NON,PRIVÉE,FAÇADE,OCULUS,,,,,,A507,2019/10/27
1722,"CHERCHE-MIDI, RUE DU",85,MUSÉE_HÉBERT,6,PARIS,48.84744,2.32271,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,OUI,HÔTEL_PARTICULIER,COUR,DÉCORATION_EXTÉRIEURE,STATUE,,,,,A507,2019/10/27
1723,"CHARLES V, RUE",12,HÔTEL_BRINVILLIERS,4,PARIS,48.85317,2.36234,DIAPOSITIVE,COULEUR,4x4 cm,1986/06,INCONNU,,,OUI,HÔTEL_PARTICULIER,ESCALIER,FERRONNERIE,FRONTON,,,,,A507,2019/10/27
1724,"CHAUCHAT, RUE",16,TEMPLE_DE_LA_REDEMPTION,9,PARIS,48.87371,2.33983,DIAPOSITIVE,COULEUR,4x4 cm,1984/10,INCONNU,,,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,EGLISE,CLOCHER,FAÇADE,COLONNE,FRONTON,,,A507,2019/10/27
1725,"CHERCHE-MIDI, RUE DU",18,HÔTEL_DE_MARSILLY,6,PARIS,48.85081,2.32824,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,FRONTON,LUCARNE,COUR,,,,A507,2019/10/27
1726,"CHERCHE-MIDI, RUE DU",86,IMMEUBLE,6,PARIS,48.84781,2.32311,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,NON,PRIVÉE,MASCARONS,DÉCORATION_EXTÉRIEURE,,,,,,A507,2019/10/27
1727,"CHARLES V, RUE",12,HÔTEL_BRINVILLIERS,4,PARIS,48.85317,2.36234,DIAPOSITIVE,COULEUR,4x4 cm,1986/06,INCONNU,,,OUI,HÔTEL_PARTICULIER,MASCARONS,FENÊTRE,FERRONNERIE,DÉCORATION_EXTÉRIEURE,,,,A507,2019/10/27
1728,"CHAUSSÉE D'ANTIN, RUE DE LA",2-4,IMMEUBLE,9,PARIS,48.87133,2.33413,DIAPOSITIVE,COULEUR,4x4 cm,1984/10,INCONNU,,,NON,PRIVÉE,PORTE,,,,,,,A507,2019/10/27
1729,"CHERCHE-MIDI, RUE DU",13,IMMEUBLE,6,PARIS,48.85127,2.32913,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,OUI,PRIVÉE,FAÇADE,COMMERCES,DÉCORATION_EXTÉRIEURE,,,,,A507,2019/10/27
1730,"CHERCHE-MIDI, RUE DU",89,HÔTEL_DE_MONTMORENCY-BOURS,6,PARIS,48.84728,2.3224,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,FERRONNERIE,BALCON,MASCARONS,FRONTON,DÉCORATION_EXTÉRIEURE,,A507,2019/10/27
1731,"DALAYRAC, RUE",2,IMMEUBLE,2,PARIS,48.86749,2.33487,DIAPOSITIVE,COULEUR,4x4 cm,1984/06,INCONNU,,,NON,PRIVÉE,FAÇADE,COLONNE,LUCARNE,,,,,A507,2019/10/27
1732,"DAUPHINE, PLACE",2,MAISON_DU_BARREAU,1,PARIS,48.85666,2.34312,DIAPOSITIVE,COULEUR,4x4 cm,1985/10,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,,,,,,,A507,2019/10/27
1733,"DRAGON, RUE DU",1,IMMEUBLE,6,PARIS,48.85392,2.33151,DIAPOSITIVE,COULEUR,4x4 cm,1981/10,INCONNU,,,NON,PRIVÉE,FAÇADE,,,,,,,A507,2019/10/27
1734,"DANTZIG, PASSAGE DE",2,IMMEUBLE,15,PARIS,48.83226,2.29708,DIAPOSITIVE,COULEUR,4x4 cm,1984/05,INCONNU,,,NON,PRIVÉE,FAÇADE,GRILLE,,,,,,A507,2019/10/27
1735,"ORFÈVRES, QUAI DES",76,PONT_NEUF,1,PARIS,48.85683,2.34145,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,VOIRIES_ESPACES_LIBRES,SEINE,PONT,FAÇADE,LUCARNE,,,,A507,2019/10/27
1736,"DRAGON, RUE DU",44,IMMEUBLE,7,PARIS,48.85235,2.33001,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,NON,PRIVÉE,FAÇADE,FERRONNERIE,BALCON,,,,,A507,2019/10/27
1737,"DANTZIG, PASSAGE DE",2,IMMEUBLE,15,PARIS,48.83226,2.29708,DIAPOSITIVE,COULEUR,4x4 cm,1984/05,INCONNU,,,NON,PRIVÉE,FAÇADE,,,,,,,A507,2019/10/27
1738,"DENFERT-ROCHEREAU, PLACE",,HÔTEL_PARTICULIER,14,PARIS,48.83437,2.3325,DIAPOSITIVE,COULEUR,4x4 cm,1982/04,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,,,,,,,A507,2019/10/27
1739,"DRAGON, RUE DU",44,IMMEUBLE,7,PARIS,48.85235,2.33001,DIAPOSITIVE,COULEUR,4x4 cm,1981/10,INCONNU,,,NON,PRIVÉE,FAÇADE,FERRONNERIE,,,,,,A507,2019/10/27
1740,"DAUPHINE, PLACE",,PLACE,1,PARIS,48.85653,2.34237,DIAPOSITIVE,COULEUR,4x4 cm,1994,INCONNU,,,NON,VOIRIES_ESPACES_LIBRES,PLAQUE,,,,,,,A507,2019/10/27
1741,"DAUPHINE, PASSAGE",,PASSAGE,6,PARIS,48.85487,2.33867,DIAPOSITIVE,COULEUR,4x4 cm,1983/04,INCONNU,,,NON,VOIRIES_ESPACES_LIBRES,SCULPTURE,ART,,,,,,A507,2019/10/27
1742,"DESCARTES, RUE",45,IMMEUBLE,5,PARIS,48.84533,2.34917,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,NON,PRIVÉE,FAÇADE,,,,,,,A507,2019/10/27
1743,"DROUOT, RUE",5,HÔTEL_PARTICULIER,9,PARIS,48.87256,2.34023,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,COUR,FAÇADE,HORLOGE,,,,,A507,2019/10/27
1744,"DAUPHINE, RUE",61,IMMEUBLE,6,PARIS,48.85383,2.33868,DIAPOSITIVE,COULEUR,4x4 cm,1985/10,INCONNU,,,NON,PRIVÉE,FAÇADE,FERRONNERIE,,,,,,A507,2019/10/27
1745,"DESCARTES, RUE",47,MAISON,5,PARIS,48.84525,2.3493,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,OUI,PRIVÉE,FAÇADE,COLOMBAGES,,,,,,A507,2019/10/27
1746,"COLBERT, RUE",12,HÔTEL_DE_NEVERS,2,PARIS,48.86818,2.3385,DIAPOSITIVE,COULEUR,4x4 cm,1984/01,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,,,,,,,A507,2019/10/31
1747,"CONCORDE, PLACE DE LA",,OBÉLISQUE_DE_LOUXOR,8,PARIS,48.86239,2.3389,DIAPOSITIVE,COULEUR,4x4 cm,1984/06,INCONNU,,,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,COLONNE,ART,SCULPTURE,,,,,A507,2019/10/31
1748,"CONCORDE, PLACE DE LA",,PLACE,8,PARIS,48.86239,2.3389,DIAPOSITIVE,COULEUR,4x4 cm,1967/04,INCONNU,,,OUI,VOIRIES_ESPACES_LIBRES,COLONNE,CHANTIER,FAÇADE,,,,,A507,2019/10/31
1749,"CONTRESCARPE, PLACE DE LA",2,IMMEUBLE,5,PARIS,48.84465,2.34946,DIAPOSITIVE,COULEUR,4x4 cm,1971/02/13,INCONNU,,,NON,PRIVÉE,FAÇADE,RESTAURANT,,,,,,A507,2019/10/31
1750,"COUTURES SAINT-GERVAIS, RUE DES",10,IMMEUBLE,3,PARIS,48.86005,2.36246,DIAPOSITIVE,COULEUR,4x4 cm,1986/08,INCONNU,,,NON,PRIVÉE,FAÇADE,LUCARNE,MANSARDE,,,,,A507,2019/10/31
1751,"CONCORDE, PLACE DE LA",,PLACE,8,PARIS,48.86239,2.3389,DIAPOSITIVE,COULEUR,4x4 cm,1967/04,INCONNU,,,OUI,VOIRIES_ESPACES_LIBRES,CHANTIER,,,,,,,A507,2019/10/31
1752,"DAUPHINE, PLACE",,PLAN,1,PARIS,48.85653,2.34237,DIAPOSITIVE,N&B,4x4 cm,,INCONNU,,,OUI,VOIRIES_ESPACES_LIBRES,PLAN,,,,,,,A507,2019/10/31
1753,"CONCORDE, PLACE DE LA",2-10,HÔTEL_PARTICULIER,8,PARIS,48.867,2.32183,DIAPOSITIVE,COULEUR,4x4 cm,1962/01,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,FRONTON,BALCON,COLONNE,,,,A507,2019/10/31
1754,"DAUPHINE, PLACE",6-16,IMMEUBLE,1,PARIS,48.85677,2.3427,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,PRIVÉE,FAÇADE,,,,,,,A507,2019/10/31
1755,"DAUPHINE, PLACE",20,IMMEUBLE,1,PARIS,48.85682,2.34232,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,PRIVÉE,FAÇADE,LUCARNE,,,,,,A507,2019/10/31
1756,"HENRI ROBERT, RUE",28-31,IMMEUBLE,1,PARIS,48.85696,2.34153,DIAPOSITIVE,COULEUR,4x4 cm,1976/06,INCONNU,,,OUI,VOIRIES_ESPACES_LIBRES,FAÇADE,LUCARNE,PONT,FERRONNERIE,,,,A507,2019/10/31
1757,"DAUPHINE, PLACE",,PLACE,1,PARIS,48.85653,2.34237,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,VOIRIES_ESPACES_LIBRES,ART,,,,,,,A507,2019/10/31
1758,"DAUPHINE, PLACE",,FONTAINE,1,PARIS,48.85653,2.34237,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,INCONNU,JARDINS_EAUX,FONTAINE,ART,FAÇADE,STATUE,,,,A507,2019/10/31
1759,"HENRI ROBERT, RUE",28-31,IMMEUBLE,1,PARIS,48.85696,2.34153,DIAPOSITIVE,COULEUR,4x4 cm,1976/06,INCONNU,,,OUI,VOIRIES_ESPACES_LIBRES,FAÇADE,LUCARNE,PONT,FERRONNERIE,STATUE,,,A507,2019/10/31
1760,"ÉCOLE DE MÉDECINE, RUE DE L'",7,IMMEUBLE,6,PARIS,48.85064, 2.34182,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,NON,PRIVÉE,FAÇADE,LUCARNE,CLOCHER,,,,,A507,2019/10/31
1761,"ÉCOLE DE MÉDECINE, RUE DE L'",12,ÉCOLE_DE_MÉDECINE,6,PARIS,48.85139,2.34054,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,OUI,PUBLIQUE,FAÇADE,COLONNE,DÉCORATION_EXTÉRIEURE,CHAPITEAU,,,,A507,2019/10/31
1762,"ELZÉVIR, RUE",10,HÔTEL_DE_MARLE,3,PARIS,48.8582,2.36207,DIAPOSITIVE,COULEUR,4x4 cm,1982/07,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,COUR,LUCARNE,,,,,A507,2019/10/31
1763,"ÉCOLE DE MÉDECINE, RUE DE L'",15,ABBAYE_DES_CORDELIERS,6,PARIS,48.85061,2.34114,DIAPOSITIVE,COULEUR,4x4 cm,1981/07,INCONNU,,,OUI,PRIVÉE,FAÇADE,LUCARNE,,,,,,A507,2019/10/31
1764,"ÉCOLE DE MÉDECINE, RUE DE L'",12,ÉCOLE_DE_MÉDECINE,6,PARIS,48.85139,2.34054,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,OUI,PUBLIQUE,FAÇADE,COLONNE,DÉCORATION_EXTÉRIEURE,CHAPITEAU,,,,A507,2019/10/31
1765,"ÉTIENNE MARCEL, RUE",20,TOUR_JEAN_SANS_PEUR,3,PARIS,48.86421,2.34814,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,TOUR,COUR,,,,,,A507,2019/10/31
1766,"ÉCOLE DE MÉDECINE, RUE DE L'",15,ABBAYE_DES_CORDELIERS,6,PARIS,48.85061,2.34114,DIAPOSITIVE,COULEUR,4x4 cm,1981/07,INCONNU,,,OUI,PRIVÉE,FAÇADE,ESCALIER,PORTE,,,,,A507,2019/10/31
1767,"ÉCOLE DE MÉDECINE, RUE DE L'",15,ABBAYE_DES_CORDELIERS,6,PARIS,48.85061,2.34114,DIAPOSITIVE,COULEUR,4x4 cm,1981/07,INCONNU,,,OUI,PRIVÉE,FAÇADE,,,,,,,A507,2019/10/31
1768,"ÉCOLE DE MÉDECINE, RUE DE L'",12,ÉCOLE_DE_MÉDECINE,6,PARIS,48.85139,2.34054,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,OUI,PUBLIQUE,FAÇADE,COLONNE,FRONTON,PORTE,STATUE,,,A507,2019/10/31
1769,"JOFFRE, PLACE",1-21,ÉCOLE_MILITAIRE,7,PARIS,48.85261,2.30333,DIAPOSITIVE,COULEUR,4x4 cm,1982/04,INCONNU,,,OUI,PUBLIQUE,GRILLE,COUR,,,,,,A507,2019/10/31
1770,"ÉCOLE DE MÉDECINE, RUE DE L'",12,ÉCOLE_DE_MÉDECINE,6,PARIS,48.85139,2.34054,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,OUI,PUBLIQUE,FAÇADE,COLONNE,FRONTON,PORTE,STATUE,,,A507,2019/10/31
1771,"ELZÉVIR, RUE",14,PASSAGE,3,PARIS,48.85864,2.36228,DIAPOSITIVE,COULEUR,4x4 cm,1982/07,INCONNU,,,NON,PRIVÉE,COUR,FONTAINE,,,,,,A507,2019/10/31
1772,"ELZÉVIR, RUE",14,PASSAGE,3,PARIS,48.85864,2.36228,DIAPOSITIVE,COULEUR,4x4 cm,1982/07,INCONNU,,,NON,PRIVÉE,COUR,FONTAINE,ESCALIER,FERRONNERIE,,,,A507,2019/10/31
1773,"FAUBOURG SAINT-MARTIN, RUE DU",146-150,IMMEUBLE,10,PARIS,48.87534,2.36008,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,PRIVÉE,FRONTON,FAÇADE,HORLOGE,,,,,A507,2019/10/31
1774,"FAUBOURG POISSONNIÈRE, RUE DU",30,HÔTEL_TITON,9,PARIS,48.87512,2.3482,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,FRONTON,DÉCORATION_EXTÉRIEURE,,,,,A507,2019/10/31
1775,"FIGUIER, RUE DU",1-5,HÔTEL_DE_SENS,4,PARIS,48.8537,2.35904,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,LUCARNE,CHANTIER,,,,,A507,2019/10/31
1776,"FIGUIER, RUE DU",5,HÔTEL_DE_SENS,4,PARIS,48.85365,2.3588,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,LUCARNE,,,,,,A507,2019/10/31
1777,"FAUBOURG SAINT-JACQUES, RUE DU",38,HÔTEL_DE_MASSA,14,PARIS,48.83623,2.33771,DIAPOSITIVE,COULEUR,4x4 cm,1985/09,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,LUCARNE,,,,,,A507,2019/10/31
1778,"FAUBOURG POISSONNIÈRE, RUE DU",60,HÔTEL_PARTICULIER,9,PARIS,48.87534,2.34825,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,JARDIN,DÉCORATION_EXTÉRIEURE,,,,,A507,2019/10/31
1779,"HÔTEL DE VILLE, RUE DE L'",2-6,HÔTEL_DE_SENS,4,PARIS,48.85335,2.35904,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,LUCARNE,DÉCORATION_EXTÉRIEURE,,,,,A507,2019/10/31
1780,"FIGUIER, RUE DU",5,HÔTEL_DE_SENS,4,PARIS,48.85365,2.3588,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,LUCARNE,,,,,,A507,2019/10/31
1781,"FAUBOURG POISSONNIÈRE, RUE DU",9,HÔTEL_PARTICULIER,9,PARIS,48.87155,2.34767,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,NON,HÔTEL_PARTICULIER,FAÇADE,DÉCORATION_EXTÉRIEURE,,,,,,A507,2019/10/31
1782,"FERRONNERIE, RUE DE LA",14,IMMEUBLE,1,PARIS,48.86043,2.34665,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,NON,PRIVÉE,FAÇADE,,,,,,,A507,2019/10/31
1783,"FIGUIER, RUE DU",1,HÔTEL_DE_SENS,4,PARIS,48.85344,2.35919,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,LUCARNE,TOUR,,,,,A507,2019/10/31
1784,"FIGUIER, RUE DU",5,HÔTEL_DE_SENS,4,PARIS,48.85365,2.3588,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,LUCARNE,,,,,,A507,2019/10/31
1785,"FAUBOURG POISSONNIÈRE, RUE DU",30,HÔTEL_BENOÎT_DE_SAINT_PAULLE,9,PARIS,48.87512,2.3482,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,COUR,FRONTON,PORTE,COLONNE,,,A507,2019/10/31
1786,"FÉROU, RUE",7,IMMEUBLE,6,PARIS,48.84998,2.33408,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,NON,PRIVÉE,FAÇADE,PORTE,CHAPITEAU,DÉCORATION_EXTÉRIEURE,,,,A507,2019/10/31
1787,"FIGUIER, RUE DU",5,HÔTEL_DE_SENS,4,PARIS,48.85365,2.3588,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,LUCARNE,TOUR,GRILLE,,,,A507,2019/10/31
1788,"FILLES DU CALVAIRE, RUE DES",6,IMMEUBLE,3,PARIS,48.86222,2.36522,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,1800,,NON,PRIVÉE,FAÇADE,FERRONNERIE,,,,,,A507,2019/10/31
1789,"FAUBOURG POISSONNIÈRE, RUE DU",50,HÔTEL_PARTICULIER,9,PARIS,48.87445,2.34809,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,NON,HÔTEL_PARTICULIER,FAÇADE,COUR,FRONTON,,,,,A507,2019/10/31
1790,"FIGUIER, RUE DU",1-5,HÔTEL_DE_SENS,4,PARIS,48.8537,2.35904,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,COUR,LUCARNE,DÉCORATION_EXTÉRIEURE,,,,A507,2019/10/31
1791,"FIGUIER, RUE DU",5,HÔTEL_DE_SENS,4,PARIS,48.85365,2.3588,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,LUCARNE,,,,,,A507,2019/10/31
1792,"FOUARRE, RUE DU",8,IMMEUBLE,5,PARIS,48.85166,2.34737,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,NON,PRIVÉE,PORTE,MASCARONS,OCULUS,FERRONNERIE,,,,A507,2019/10/31
1793,"FONTENOY, PLACE DE",5-11,UNESCO,7,PARIS,48.8498,2.30605,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,NON,PUBLIQUE,FAÇADE,,,,,,,A507,2019/10/31
1794,"FONTENOY, PLACE DE",5-11,UNESCO,7,PARIS,48.8498,2.30605,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,NON,PUBLIQUE,FAÇADE,,,,,,,A507,2019/10/31
1795,"FRANÇOIS MIRON, RUE",2a,EGLISE_SAINT_GERVAIS,4,PARIS,48.85578,2.3545,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,PRIVÉE,FAÇADE,DÉCORATION_EXTÉRIEURE,PORTE,,,,,A507,2019/10/31
1796,"FRANÇOIS MIRON, RUE",,IMMEUBLE,4,PARIS,48.8558,2.3565,DIAPOSITIVE,COULEUR,4x4 cm,1960/11/01,"GILLARD, A.M.",,,INCONNU,PRIVÉE,FAÇADE,CHANTIER,COMMERCES,,,,,A507,2019/10/31
1797,"FRANÇOIS MIRON, RUE",2-14,IMMEUBLE,4,PARIS,48.8558,2.35502,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,PRIVÉE,FAÇADE,CLOCHER,,,,,,A507,2019/10/31
1798,"FRANÇOIS MIRON, RUE",,IMMEUBLE,4,PARIS,48.8558,2.3565,DIAPOSITIVE,COULEUR,4x4 cm,1970/08,INCONNU,,,OUI,PRIVÉE,FAÇADE,COLOMBAGES,,,,,,A507,2019/10/31
1799,"FRANÇOIS MIRON, RUE",13,IMMEUBLE,4,PARIS,48.8558,2.35687,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,NON,PRIVÉE,FAÇADE,COLOMBAGES,COMMERCES,,,,,A507,2019/10/31
1800,"FRANÇOIS MIRON, RUE",42-44,MAISON_D’OURSCAMP,4,PARIS,48.8556,2.35708,DIAPOSITIVE,COULEUR,4x4 cm,1970/08,INCONNU,,,OUI,PRIVÉE,FAÇADE,CHANTIER,COMMERCES,,,,,A507,2019/10/31
1801,"FOUR, RUE DU",18-20,IMMEUBLE,6,PARIS,48.85275,2.33386,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,NON,PRIVÉE,FAÇADE,COMMERCES,,,,,,A507,2019/10/31
1802,"FRANÇOIS MIRON, RUE",2-14,IMMEUBLE,4,PARIS,48.8558,2.35502,DIAPOSITIVE,COULEUR,4x4 cm,1982/04,INCONNU,,,OUI,PRIVÉE,FAÇADE,,,,,,,A507,2019/10/31
1803,"FRANÇOIS MIRON, RUE",13,IMMEUBLE,4,PARIS,48.8558,2.35687,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,NON,PRIVÉE,FAÇADE,COLOMBAGES,COMMERCES,,,,,A507,2019/10/31
1804,"FRANÇOIS MIRON, RUE",44-46,MAISON_D’OURSCAMP,4,PARIS,48.85557,2.35713,DIAPOSITIVE,COULEUR,4x4 cm,1973,INCONNU,,,OUI,PRIVÉE,CHANTIER,CHARPENTE,INTÉRIEUR_PENDANT_RESTAURATION,,,,,A507,2019/10/31
1805,"FOREZ, RUE DU",1,IMMEUBLE,3,PARIS,48.86374,2.36279,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,NON,PRIVÉE,SCULPTURE,,,,,,,A507,2019/10/31
1806,"FRANÇOIS MIRON, RUE",84-86,IMMEUBLE,4,PARIS,48.85531,2.35946,DIAPOSITIVE,COULEUR,4x4 cm,1970/10,INCONNU,,,OUI,PRIVÉE,FAÇADE,CHANTIER,,,,,,A507,2019/10/31
1807,"FRANÇOIS MIRON, RUE",42-50,IMMEUBLE,4,PARIS,48.85564,2.35707,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,NON,PRIVÉE,PLAN,,,,,,,A507,2019/10/31
1808,"FRANÇOIS MIRON, RUE",44-46,MAISON_D’OURSCAMP,4,PARIS,48.85557,2.35713,DIAPOSITIVE,COULEUR,4x4 cm,1971/05,INCONNU,,,OUI,PRIVÉE,CHANTIER,CHARPENTE,INTÉRIEUR_PENDANT_RESTAURATION,,,,,A507,2019/10/31
1809,"FOREZ, RUE DU",1,IMMEUBLE,3,PARIS,48.86374,2.36279,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,NON,PRIVÉE,SCULPTURE,,,,,,,A507,2019/10/31
1810,"FRANÇOIS MIRON, RUE",11-13,IMMEUBLE,4,PARIS,48.85581,2.35683,DIAPOSITIVE,COULEUR,4x4 cm,1982/10,INCONNU,,,OUI,PRIVÉE,FAÇADE,COLOMBAGES,,,,,,A507,2019/10/31
1811,"FRANÇOIS MIRON, RUE",42,IMMEUBLE,4,PARIS,48.85561,2.35706,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,PRIVÉE,FAÇADE,CHANTIER,FERRONNERIE,MASCARONS,,,,A507,2019/10/31
1812,"FRANÇOIS MIRON, RUE",44-46,MAISON_D’OURSCAMP,4,PARIS,48.85557,2.35713,DIAPOSITIVE,COULEUR,4x4 cm,1971/05,INCONNU,,,OUI,PRIVÉE,CHANTIER,CHARPENTE,INTÉRIEUR_PENDANT_RESTAURATION,COUR,,,,A507,2019/10/31
1813,"FRANÇOIS MIRON, RUE",44-48,MAISON_D’OURSCAMP,4,PARIS,48.85555,2.35722,DIAPOSITIVE,COULEUR,4x4 cm,,"GILLARD, A.M.",,,OUI,PRIVÉE,CHANTIER,PLAN,,,,,,A507,2019/10/31
1814,"FRANÇOIS MIRON, RUE",44-48,MAISON_D’OURSCAMP,4,PARIS,48.85555,2.35722,DIAPOSITIVE,COULEUR,4x4 cm,,"GILLARD, A.M.",,,OUI,PRIVÉE,CHANTIER,PLAN,,,,,,A507,2019/10/31
1815,"FRANÇOIS MIRON, RUE",44,MAISON_D’OURSCAMP,4,PARIS,48.85557,2.35711,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,PRIVÉE,CHANTIER,PORTE,INTÉRIEUR_PENDANT_RESTAURATION,,,,,A507,2019/10/31
1816,"FRANÇOIS MIRON, RUE",44-46,MAISON_D’OURSCAMP,4,PARIS,48.85557,2.35713,DIAPOSITIVE,COULEUR,4x4 cm,1970/08,INCONNU,,,OUI,PRIVÉE,CHANTIER,FAÇADE,,,,,,A507,2019/10/31
1817,"FRANÇOIS MIRON, RUE",44-48,MAISON_D’OURSCAMP,4,PARIS,48.85555,2.35722,DIAPOSITIVE,COULEUR,4x4 cm,,"GILLARD, A.M.",,,OUI,PRIVÉE,CHANTIER,PLAN,,,,,,A507,2019/10/31
